(-2.46403,-5.33957,1.03845,-2.45388,-5.32233,1.01845,-2.44339,-5.30531,0.998451,-2.43255,-5.28849,0.978451,-2.42139,-5.2719,0.958451,-2.40989,-5.25554,0.938451,-2.39807,-5.2394,0.918451,-2.38593,-5.22351,0.898451,-2.37347,-5.20786,0.878451,-2.36071,-5.19247,0.858451,-2.34763,-5.17733,0.838451,-2.33426,-5.16246,0.818451,-2.32059,-5.14786,0.798451,-2.30664,-5.13353,0.778451,-2.2924,-5.11949,0.758451,-2.27788,-5.10573,0.738451,-2.26309,-5.09227,0.718451,-2.24803,-5.0791,0.698451,-2.23272,-5.06624,0.678451,-2.21715,-5.05369,0.658451,-2.20133,-5.04145,0.638451,-2.18527,-5.02954,0.618451,-2.16897,-5.01794,0.598451,-2.15245,-5.00667,0.578451,-2.1357,-4.99574,0.558451,)
(-7.46618,-6.01104,-1.68509,-7.4639,-5.99118,-1.67759,-7.46176,-5.97129,-1.67008,-7.45978,-5.95139,-1.66258,-7.45795,-5.93147,-1.65507,-7.45626,-5.91154,-1.64757,-7.45473,-5.8916,-1.64007,-7.45335,-5.87165,-1.63256,-7.45211,-5.85169,-1.62506,-7.45103,-5.83172,-1.61755,-7.45009,-5.81174,-1.61005,-7.44931,-5.79175,-1.60254,-7.44867,-5.77176,-1.59504,-7.44819,-5.75177,-1.58753,-7.44785,-5.73177,-1.58003,-7.44767,-5.71177,-1.57252,-7.44763,-5.69177,-1.56502,-7.44775,-5.67177,-1.55752,-7.44801,-5.65178,-1.55001,-7.44843,-5.63178,-1.54251,-7.449,-5.61179,-1.535,-7.44971,-5.5918,-1.5275,-7.45058,-5.57182,-1.51999,-7.45159,-5.55185,-1.51249,-7.45276,-5.53188,-1.50498,)
(-2.11874,-4.98514,0.578451,-2.10199,-4.97421,0.598451,-2.08547,-4.96294,0.618451,-2.06917,-4.95134,0.638451,-2.05311,-4.93942,0.658451,-2.03729,-4.92719,0.678451,-2.02172,-4.91463,0.698451,-2.00641,-4.90177,0.718451,-1.99135,-4.88861,0.738451,-1.97656,-4.87515,0.758451,-1.96204,-4.86139,0.778451,-1.9478,-4.84735,0.798451,-1.93384,-4.83302,0.818451,-1.92018,-4.81842,0.838451,-1.90681,-4.80355,0.858451,-1.89373,-4.78841,0.878451,-1.88097,-4.77302,0.898451,-1.86851,-4.75737,0.918451,-1.85637,-4.74148,0.938451,-1.84455,-4.72534,0.958451,-1.83305,-4.70898,0.978451,-1.82189,-4.69238,0.998451,-1.81105,-4.67557,1.01845,-1.80056,-4.65855,1.03845,-1.79041,-4.64131,1.05845,)
(-1.7806,-4.62388,1.07845,-1.77115,-4.60626,1.09845,-1.76205,-4.58845,1.11845,-1.75331,-4.57046,1.13845,-1.74493,-4.5523,1.15845,-1.73691,-4.53397,1.17845,-1.72927,-4.51549,1.19845,-1.72199,-4.49687,1.21845,-1.71509,-4.47809,1.23845,-1.70856,-4.45919,1.25845,-1.70242,-4.44016,1.27845,-1.69665,-4.421,1.29845,-1.69127,-4.40174,1.31845,-1.68628,-4.38238,1.33845,-1.68168,-4.36291,1.35845,-1.67746,-4.34336,1.37845,-1.67364,-4.32373,1.39845,-1.67021,-4.30403,1.41845,-1.66717,-4.28426,1.43845,-1.66453,-4.26443,1.45845,-1.66229,-4.24456,1.47845,-1.66045,-4.22464,1.49845,-1.659,-4.2047,1.51845,-1.65795,-4.18472,1.53845,-1.65731,-4.16473,1.55845,)
(-1.65706,-4.14474,1.53845,-1.65641,-4.12475,1.51845,-1.65537,-4.10477,1.49845,-1.65392,-4.08483,1.47845,-1.65208,-4.06491,1.45845,-1.64984,-4.04504,1.43845,-1.6472,-4.02521,1.41845,-1.64416,-4.00544,1.39845,-1.64073,-3.98574,1.37845,-1.63691,-3.96611,1.35845,-1.63269,-3.94656,1.33845,-1.62809,-3.9271,1.31845,-1.62309,-3.90773,1.29845,-1.61771,-3.88847,1.27845,-1.61195,-3.86932,1.25845,-1.6058,-3.85028,1.23845,-1.59928,-3.83138,1.21845,-1.59238,-3.81261,1.19845,-1.5851,-3.79398,1.17845,-1.57745,-3.7755,1.15845,-1.56944,-3.75717,1.13845,-1.56106,-3.73901,1.11845,-1.55232,-3.72102,1.09845,-1.54322,-3.70321,1.07845,-1.53376,-3.68559,1.05845,)
(-1.52396,-3.66816,1.05845,-1.51416,-3.65073,1.05845,-1.50435,-3.63329,1.05845,-1.49455,-3.61586,1.05845,-1.48474,-3.59843,1.05845,-1.47494,-3.581,1.05845,-1.46513,-3.56357,1.05845,-1.45533,-3.54613,1.05845,-1.44552,-3.5287,1.05845,-1.43572,-3.51127,1.05845,-1.42592,-3.49384,1.05845,-1.41611,-3.47641,1.05845,-1.40631,-3.45897,1.05845,-1.3965,-3.44154,1.05845,-1.3867,-3.42411,1.05845,-1.37689,-3.40668,1.05845,-1.36709,-3.38925,1.05845,-1.35728,-3.37181,1.05845,-1.34748,-3.35438,1.05845,-1.33767,-3.33695,1.05845,-1.32787,-3.31952,1.05845,-1.31807,-3.30209,1.05845,-1.30826,-3.28466,1.05845,-1.29846,-3.26722,1.05845,-1.28865,-3.24979,1.05845,)
(-7.82569,-6.93301,-1.6726,-7.82365,-6.91312,-1.6526,-7.82202,-6.89318,-1.6326,-7.82078,-6.87322,-1.6126,-7.81995,-6.85324,-1.5926,-7.81951,-6.83324,-1.5726,-7.81948,-6.81324,-1.5526,-7.81984,-6.79325,-1.5326,-7.8206,-6.77326,-1.5126,-7.82177,-6.7533,-1.4926,-7.82333,-6.73336,-1.4726,-7.82529,-6.71345,-1.4526,-7.82765,-6.69359,-1.4326,-7.8304,-6.67378,-1.4126,-7.83356,-6.65403,-1.3926,-7.8371,-6.63435,-1.3726,-7.84104,-6.61474,-1.3526,-7.84537,-6.59522,-1.3326,-7.85009,-6.57578,-1.3126,-7.85519,-6.55644,-1.2926,-7.86069,-6.53721,-1.2726,-7.86656,-6.5181,-1.2526,-7.87282,-6.4991,-1.2326,-7.87945,-6.48023,-1.2126,-7.88647,-6.4615,-1.1926,)
(-1.27885,-3.23236,1.07845,-1.26939,-3.21473,1.09845,-1.26029,-3.19692,1.11845,-1.25155,-3.17894,1.13845,-1.24317,-3.16078,1.15845,-1.23516,-3.14245,1.17845,-1.22751,-3.12397,1.19845,-1.22023,-3.10534,1.21845,-1.21333,-3.08657,1.23845,-1.20681,-3.06767,1.25845,-1.20066,-3.04863,1.27845,-1.1949,-3.02948,1.29845,-1.18952,-3.01022,1.31845,-1.18452,-2.99085,1.33845,-1.17992,-2.97139,1.35845,-1.1757,-2.95184,1.37845,-1.17188,-2.93221,1.39845,-1.16845,-2.9125,1.41845,-1.16542,-2.89274,1.43845,-1.16278,-2.87291,1.45845,-1.16053,-2.85304,1.47845,-1.15869,-2.83312,1.49845,-1.15724,-2.81317,1.51845,-1.1562,-2.7932,1.53845,-1.15555,-2.77321,1.55845,)
(-1.80021,-4.65875,1.07845,-1.80967,-4.67637,1.09845,-1.81877,-4.69418,1.11845,-1.82751,-4.71217,1.13845,-1.83589,-4.73033,1.15845,-1.8439,-4.74865,1.17845,-1.85155,-4.76713,1.19845,-1.85883,-4.78576,1.21845,-1.86573,-4.80453,1.23845,-1.87225,-4.82344,1.25845,-1.8784,-4.84247,1.27845,-1.88416,-4.86162,1.29845,-1.88954,-4.88089,1.31845,-1.89454,-4.90025,1.33845,-1.89914,-4.91971,1.35845,-1.90336,-4.93927,1.37845,-1.90718,-4.9589,1.39845,-1.91061,-4.9786,1.41845,-1.91365,-4.99837,1.43845,-1.91629,-5.01819,1.45845,-1.91853,-5.03807,1.47845,-1.92037,-5.05798,1.49845,-1.92182,-5.07793,1.51845,-1.92286,-5.0979,1.53845,-1.92351,-5.11789,1.55845,)
(-1.1553,-2.75321,1.53845,-1.15466,-2.73322,1.51845,-1.15361,-2.71325,1.49845,-1.15217,-2.6933,1.47845,-1.15032,-2.67339,1.45845,-1.14808,-2.65352,1.43845,-1.14544,-2.63369,1.41845,-1.1424,-2.61392,1.39845,-1.13897,-2.59422,1.37845,-1.13515,-2.57459,1.35845,-1.13094,-2.55504,1.33845,-1.12633,-2.53557,1.31845,-1.12134,-2.51621,1.29845,-1.11596,-2.49694,1.27845,-1.11019,-2.47779,1.25845,-1.10405,-2.45876,1.23845,-1.09752,-2.43986,1.21845,-1.09062,-2.42108,1.19845,-1.08334,-2.40245,1.17845,-1.0757,-2.38397,1.15845,-1.06768,-2.36565,1.13845,-1.0593,-2.34749,1.11845,-1.05056,-2.3295,1.09845,-1.04146,-2.31169,1.07845,-1.03201,-2.29407,1.05845,)
